# 20260808_1044_precise_history
# 服务器地址	状态	有效次数	无效次数
111.173.119.234:30235	无效	0	12
111.178.188.234:4022	无效	0	95
111.178.188.80:4022	无效	0	95
113.56.95.223:8889	无效	0	95
116.207.109.247:4000	无效	0	95
116.207.115.249:4000	无效	0	93
119.100.146.150:20245	无效	0	12
119.100.147.47:8848	无效	0	95
119.102.237.93:8888	无效	0	95
119.98.133.143:8088	无效	0	95
119.98.133.1:8088	无效	0	95
119.98.36.30:4022	无效	0	95
119.98.38.168:4022	无效	0	95
119.98.39.104:4022	无效	0	95
119.98.70.69:4022	无效	0	95
119.98.92.104:4022	无效	0	95
119.98.98.1:4022	无效	0	95
119.98.98.208:4022	无效	0	95
119.99.251.56:9999	无效	0	95
119.99.87.173:8188	无效	0	95
119.99.87.253:8188	无效	0	95
121.62.52.14:8081	无效	0	95
121.63.131.68:4001	无效	0	95
122.188.206.2:60001	无效	0	92
122.188.206.4:60001	无效	0	95
122.188.206.6:60001	无效	0	95
122.188.206.7:60001	无效	0	95
122.188.9.63:5555	无效	0	95
13.223.25.84:30235	无效	0	38
171.113.130.185:4022	无效	0	95
171.113.176.119:8888	无效	0	95
171.113.208.1:4022	无效	0	95
171.113.209.1:4022	无效	0	95
171.113.210.161:4022	无效	0	95
171.113.210.1:4022	无效	0	95
171.113.210.68:4022	无效	0	95
171.113.212.1:4022	无效	0	95
171.113.213.139:4022	无效	0	95
171.113.213.1:4022	无效	0	95
171.113.214.167:4022	无效	0	95
171.113.214.1:4022	无效	0	95
171.113.216.1:4022	无效	0	95
171.113.217.1:4022	无效	0	95
171.81.98.127:8188	无效	0	95
171.83.103.119:9999	无效	0	12
171.83.107.119:5555	无效	0	95
171.83.43.52:52057	有效	11	57
171.83.43.52:8005	无效	0	68
171.83.43.52:8007	无效	0	68
171.83.43.52:8008	无效	0	68
211.154.22.65:30235	无效	0	12
219.140.109.99:8888	无效	0	95
219.140.134.154:8887	无效	0	95
219.140.135.133:8887	无效	0	95
219.140.226.34:5555	无效	0	95
219.140.6.21:7777	无效	0	72
219.140.7.231:60002	有效	2	93
219.140.7.61:8188	有效	12	58
221.232.100.120:38128	无效	0	95
221.232.101.132:8888	无效	0	12
221.232.101.169:8808	无效	0	95
221.232.101.222:4000	无效	0	95
221.232.102.20:10001	无效	0	95
221.232.173.172:1234	无效	0	95
221.232.243.134:40000	无效	0	63
221.232.40.13:8888	无效	0	95
221.232.9.6:4022	无效	0	95
221.233.156.10:9000	无效	0	12
221.234.128.148:4022	无效	0	95
221.234.128.1:4022	无效	0	95
221.234.128.5:4022	无效	0	95
221.234.131.188:4022	无效	0	95
221.234.131.1:4022	无效	0	95
221.234.131.59:4022	无效	0	95
221.234.140.1:4022	无效	0	95
221.234.142.135:4022	无效	0	95
221.234.142.194:8888	无效	0	95
221.234.142.1:4022	无效	0	95
221.234.162.10:8899	有效	9	86
221.234.165.60:8686	无效	0	95
221.235.141.103:6060	无效	0	95
221.235.195.120:8880	无效	0	95
27.16.163.71:4022	无效	0	95
27.16.182.173:58888	无效	0	95
27.16.217.141:4022	无效	0	95
27.16.234.121:999	无效	0	95
27.16.244.147:8989	无效	0	95
27.17.167.103:8989	无效	0	95
27.17.194.202:9156	有效	1	92
27.17.200.56:8118	无效	0	95
27.17.213.119:55555	无效	0	12
27.17.247.246:8118	无效	0	95
27.18.144.1:9100	无效	0	95
27.18.144.45:9100	无效	0	95
27.18.157.194:2701	无效	0	95
27.18.157.1:2701	无效	0	95
27.18.157.225:2701	无效	0	95
27.18.157.235:2701	无效	0	95
27.18.159.135:4022	无效	0	95
27.18.159.1:4022	无效	0	95
27.18.167.202:4022	无效	0	95
27.18.181.1:9100	无效	0	95
